"","time","number"
"1",2025-05-14 09:20:54.696682,61
"2",2025-05-14 09:26:01.458572,63
"3",2025-05-14 09:31:06.170699,66
"4",2025-05-14 09:36:11.045717,69
"5",2025-05-14 09:41:16.551334,73
"6",2025-05-14 09:46:22.02145,56
"7",2025-05-14 09:51:27.938037,56
"8",2025-05-14 09:56:33.685693,47
"9",2025-05-14 10:01:39.841843,48
"10",2025-05-14 10:06:45.754191,49
"11",2025-05-14 10:11:51.443675,49
"12",2025-05-14 10:16:57.352125,49
"13",2025-05-14 10:22:03.600942,49
"14",2025-05-14 10:27:09.449106,50
"15",2025-05-14 10:32:14.801798,53
"16",2025-05-14 10:37:20.275999,51
"17",2025-05-14 10:42:26.008073,52
"18",2025-05-14 10:47:31.906301,52
"19",2025-05-14 10:52:38.266618,52
"20",2025-05-14 10:57:43.968537,55
"21",2025-05-14 11:02:49.660629,59
"22",2025-05-14 11:07:55.338032,59
"23",2025-05-14 11:13:01.61902,68
"24",2025-05-14 11:18:08.364841,63
"25",2025-05-14 11:23:15.591733,69
"26",2025-05-14 11:28:22.211447,69
"27",2025-05-14 11:33:28.801352,71
"28",2025-05-14 11:38:33.35534,71
"29",2025-05-14 11:43:39.343165,71
"30",2025-05-14 11:48:47.656804,75
"31",2025-05-14 11:53:56.012283,77
"32",2025-05-14 11:59:03.938425,78
"33",2025-05-14 12:04:12.082314,83
"34",2025-05-14 12:09:18.991486,83
"35",2025-05-14 12:14:23.605667,85
"36",2025-05-14 12:19:27.589829,85
"37",2025-05-14 12:24:32.257467,84
"38",2025-05-14 12:29:36.7041,84
"39",2025-05-14 12:34:40.709155,78
"40",2025-05-14 12:39:44.690914,76
"41",2025-05-14 12:44:48.518785,76
"42",2025-05-14 12:49:55.508049,50
"43",2025-05-14 12:55:04.236526,49
"44",2025-05-14 13:00:19.086559,32
"45",2025-05-14 13:05:24.322573,35
"46",2025-05-14 13:10:29.980938,39
"47",2025-05-14 13:15:37.071221,41
"48",2025-05-14 13:20:45.344966,44
"49",2025-05-14 13:25:52.275379,24
"50",2025-05-14 13:30:56.536361,24
"51",2025-05-14 13:36:00.248187,25
"52",2025-05-14 13:41:04.374047,27
"53",2025-05-14 13:46:09.801556,27
"54",2025-05-14 13:51:13.556262,28
"55",2025-05-14 13:56:17.525427,27
"56",2025-05-14 14:01:21.066258,27
"57",2025-05-14 14:06:25.039378,27
"58",2025-05-14 14:11:29.93157,27
"59",2025-05-14 14:16:34.628041,44
"60",2025-05-14 14:21:39.482632,46
"61",2025-05-14 14:26:43.448586,42
"62",2025-05-14 14:31:47.31275,42
"63",2025-05-14 14:36:51.020189,42
"64",2025-05-14 14:41:54.719217,46
"65",2025-05-14 14:47:00.588143,43
"66",2025-05-14 14:52:04.262141,45
"67",2025-05-14 14:57:08.683118,48
"68",2025-05-14 15:02:12.379841,49
"69",2025-05-14 15:07:16.029455,51
"70",2025-05-14 15:12:19.865873,51
"71",2025-05-14 15:17:23.717986,53
"72",2025-05-14 15:22:31.229893,52
"73",2025-05-14 15:27:39.299744,50
"74",2025-05-14 15:32:47.639207,53
"75",2025-05-14 15:37:56.09513,56
"76",2025-05-14 15:43:04.406668,60
"77",2025-05-14 15:48:13.049049,60
"78",2025-05-14 15:53:21.66849,60
"79",2025-05-14 15:58:30.891331,60
"80",2025-05-14 16:03:39.377078,61
"81",2025-05-14 16:08:47.580506,62
"82",2025-05-14 16:13:56.114968,64
"83",2025-05-14 16:19:04.469627,67
"84",2025-05-14 16:24:12.688485,71
"85",2025-05-14 16:29:21.605605,75
"86",2025-05-14 16:34:29.933603,80
