"","time","number"
"1",2025-05-10 07:28:15.650696,0
"2",2025-05-10 07:33:22.761911,0
"3",2025-05-10 07:38:27.955536,0
"4",2025-05-10 07:43:33.195874,0
"5",2025-05-10 07:48:39.457286,0
"6",2025-05-10 07:53:44.222338,0
"7",2025-05-10 07:58:49.420599,0
"8",2025-05-10 08:03:54.16339,0
"9",2025-05-10 08:08:59.27488,0
"10",2025-05-10 08:14:03.780114,0
"11",2025-05-10 08:19:09.230775,0
"12",2025-05-10 08:24:14.356115,0
"13",2025-05-10 08:29:20.093527,0
"14",2025-05-10 08:34:25.277236,0
"15",2025-05-10 08:39:30.752515,0
"16",2025-05-10 08:44:35.411633,0
"17",2025-05-10 08:49:39.900108,0
"18",2025-05-10 08:54:45.099827,0
"19",2025-05-10 08:59:50.071151,0
"20",2025-05-10 09:04:54.661745,0
"21",2025-05-10 09:09:59.984227,0
"22",2025-05-10 09:15:04.569085,0
"23",2025-05-10 09:20:09.408877,0
"24",2025-05-10 09:25:14.638385,0
"25",2025-05-10 09:30:22.457098,0
"26",2025-05-10 09:35:27.349373,0
"27",2025-05-10 09:40:31.890192,0
"28",2025-05-10 09:45:36.043296,0
"29",2025-05-10 09:50:40.728528,0
"30",2025-05-10 09:55:45.388793,0
"31",2025-05-10 10:00:57.175404,0
"32",2025-05-10 10:06:01.874043,0
"33",2025-05-10 10:11:06.584627,0
"34",2025-05-10 10:16:10.999346,0
"35",2025-05-10 10:21:15.630251,0
"36",2025-05-10 10:26:20.450506,0
"37",2025-05-10 10:31:26.169071,0
"38",2025-05-10 10:36:30.998399,0
"39",2025-05-10 10:41:35.971089,0
"40",2025-05-10 10:46:40.841745,0
"41",2025-05-10 10:51:45.893455,0
"42",2025-05-10 10:56:50.694662,0
"43",2025-05-10 11:01:55.254027,0
"44",2025-05-10 11:06:59.765331,0
"45",2025-05-10 11:12:03.940537,0
"46",2025-05-10 11:17:08.887612,0
"47",2025-05-10 11:22:13.494509,0
"48",2025-05-10 11:27:18.352334,0
"49",2025-05-10 11:32:23.782308,0
"50",2025-05-10 11:37:28.718502,0
"51",2025-05-10 11:42:33.385991,0
"52",2025-05-10 11:47:38.21043,0
"53",2025-05-10 11:52:43.293948,0
"54",2025-05-10 11:57:48.276035,0
"55",2025-05-10 12:02:53.259632,0
"56",2025-05-10 12:07:57.876081,0
"57",2025-05-10 12:13:02.666983,0
"58",2025-05-10 12:18:07.547937,0
"59",2025-05-10 12:23:12.384287,0
"60",2025-05-10 12:28:16.904798,0
"61",2025-05-10 12:33:22.046563,0
"62",2025-05-10 12:38:26.736733,0
"63",2025-05-10 12:43:32.535674,0
"64",2025-05-10 12:48:38.938841,0
"65",2025-05-10 12:53:43.843415,0
"66",2025-05-10 12:58:49.113207,0
"67",2025-05-10 13:03:55.97227,0
"68",2025-05-10 13:09:02.834293,0
"69",2025-05-10 13:14:09.446253,0
"70",2025-05-10 13:19:16.047202,0
"71",2025-05-10 13:24:22.846999,0
"72",2025-05-10 13:29:29.559221,0
"73",2025-05-10 13:34:36.915102,0
"74",2025-05-10 13:39:43.400937,0
"75",2025-05-10 13:44:50.327035,0
"76",2025-05-10 13:49:57.26079,0
"77",2025-05-10 13:55:03.417635,0
"78",2025-05-10 14:00:13.632239,0
"79",2025-05-10 14:05:19.123269,0
"80",2025-05-10 14:10:24.60637,0
"81",2025-05-10 14:15:28.17631,0
"82",2025-05-10 14:20:31.845396,0
"83",2025-05-10 14:25:35.393418,0
"84",2025-05-10 14:30:39.265111,0
"85",2025-05-10 14:35:43.356825,0
"86",2025-05-10 14:40:47.14585,0
"87",2025-05-10 14:45:50.779424,0
"88",2025-05-10 14:50:54.932897,0
"89",2025-05-10 14:55:58.762126,0
"90",2025-05-10 15:01:02.302477,0
"91",2025-05-10 15:06:06.401428,0
"92",2025-05-10 15:11:10.080815,0
"93",2025-05-10 15:16:14.332675,0
"94",2025-05-10 15:21:18.259716,0
"95",2025-05-10 15:26:21.984846,0
