"","time","number"
"101",2025-05-09 17:14:46.304465,73
"102",2025-05-09 17:19:50.960703,75
"103",2025-05-09 17:24:55.29792,46
"104",2025-05-09 17:30:00.250091,46
"105",2025-05-09 17:35:05.127239,47
"106",2025-05-09 17:40:09.62588,49
"107",2025-05-09 17:45:13.813663,50
"108",2025-05-09 17:50:18.373816,53
"109",2025-05-09 17:55:23.189007,52
"110",2025-05-09 18:00:27.884851,57
"111",2025-05-09 18:05:32.727178,63
"112",2025-05-09 18:10:36.907475,66
"113",2025-05-09 18:15:42.299577,71
"114",2025-05-09 18:20:47.093584,75
"115",2025-05-09 18:25:51.555821,79
"116",2025-05-09 18:30:56.382437,85
"117",2025-05-09 18:36:01.953807,96
"118",2025-05-09 18:41:05.873143,100
"119",2025-05-09 18:46:10.240014,104
"120",2025-05-09 18:51:14.99287,105
"121",2025-05-09 18:56:20.656751,110
"122",NA,NA
"123",2025-05-09 19:41:04.948157,129
"124",2025-05-09 19:46:10.442131,130
"125",2025-05-09 19:51:15.974121,131
"126",2025-05-09 19:56:21.180407,131
"127",2025-05-09 20:01:26.529,133
"128",2025-05-09 20:06:31.675797,136
"129",2025-05-09 20:11:37.43302,134
"130",2025-05-09 20:16:41.75562,134
"131",2025-05-09 20:21:46.205621,139
"132",2025-05-09 20:26:50.719125,136
"133",2025-05-09 20:31:56.39545,135
"134",2025-05-09 20:37:01.462375,134
"135",2025-05-09 20:42:06.166397,133
"136",2025-05-09 20:47:10.899985,133
"137",2025-05-09 20:52:15.916093,133
"138",2025-05-09 20:57:20.76007,129
"139",2025-05-09 21:02:25.227282,130
"140",2025-05-09 21:07:30.11112,128
"141",2025-05-09 21:12:35.003809,109
"142",2025-05-09 21:17:39.567336,107
"143",2025-05-09 21:22:44.030824,107
"144",2025-05-09 21:27:49.167668,107
"145",2025-05-09 21:32:55.053608,107
"146",2025-05-09 21:38:00.098617,107
"147",2025-05-09 21:43:05.231796,105
"148",2025-05-09 21:48:10.060343,102
"149",2025-05-09 21:53:14.798704,101
"150",2025-05-09 21:58:19.292669,87
"151",2025-05-09 22:03:24.195358,86
