"","time","number"
"1",2025-05-08 09:26:14.376562,51
"2",2025-05-08 09:31:22.983886,50
"3",2025-05-08 09:36:28.429133,51
"4",2025-05-08 09:41:34.98879,51
"5",NA,NA
"6",2025-05-08 10:02:37.719724,51
"7",2025-05-08 10:07:43.21109,53
"8",2025-05-08 10:12:49.497699,53
"9",2025-05-08 10:17:55.395897,53
"10",2025-05-08 10:23:01.810633,54
"11",2025-05-08 10:28:07.436343,55
"12",2025-05-08 10:33:13.277553,55
"13",2025-05-08 10:38:19.775291,54
"14",2025-05-08 10:43:25.153124,55
"15",2025-05-08 10:48:30.835318,59
"16",2025-05-08 10:53:36.166796,59
"17",2025-05-08 10:58:41.801907,59
"18",2025-05-08 11:03:47.491061,59
"19",2025-05-08 11:08:52.929753,61
"20",2025-05-08 11:13:58.45684,64
"21",2025-05-08 11:19:05.38405,65
"22",2025-05-08 11:24:10.878689,68
"23",2025-05-08 11:29:16.152318,67
"24",2025-05-08 11:34:21.496052,67
"25",2025-05-08 11:39:27.381178,68
"26",2025-05-08 11:44:34.896848,69
"27",2025-05-08 11:49:40.709961,69
"28",2025-05-08 11:54:46.240795,70
"29",2025-05-08 11:59:51.445957,72
"30",2025-05-08 12:04:56.753349,75
"31",2025-05-08 12:10:01.950375,75
"32",2025-05-08 12:15:07.644236,76
"33",2025-05-08 12:20:13.500419,76
"34",2025-05-08 12:25:19.847677,76
"35",2025-05-08 12:30:27.013231,37
"36",2025-05-08 12:35:30.39247,36
"37",2025-05-08 12:40:34.518861,36
"38",2025-05-08 12:45:39.843981,38
"39",2025-05-08 12:50:47.106695,20
"40",2025-05-08 12:55:54.239789,21
"41",2025-05-08 13:01:02.344901,24
"42",2025-05-08 13:06:09.472784,21
"43",2025-05-08 13:11:14.641331,22
"44",2025-05-08 13:16:21.362604,23
"45",2025-05-08 13:21:28.932057,23
"46",2025-05-08 13:26:33.37926,18
"47",2025-05-08 13:31:40.445611,37
"48",2025-05-08 13:36:47.477723,39
"49",2025-05-08 13:41:54.811828,42
"50",2025-05-08 13:47:02.598267,47
"51",2025-05-08 13:52:09.490802,47
"52",2025-05-08 13:57:16.531613,47
"53",2025-05-08 14:02:21.625688,47
"54",2025-05-08 14:07:25.25539,47
"55",2025-05-08 14:12:30.83507,47
"56",2025-05-08 14:17:36.88919,49
"57",2025-05-08 14:22:43.815731,50
"58",2025-05-08 14:27:49.459498,51
"59",2025-05-08 14:32:56.380879,55
"60",2025-05-08 14:38:03.745138,55
"61",2025-05-08 14:43:11.33687,56
"62",2025-05-08 14:48:18.752253,56
"63",2025-05-08 14:53:24.291803,56
"64",2025-05-08 14:58:29.811478,58
"65",2025-05-08 15:03:36.098308,60
"66",2025-05-08 15:08:43.246001,60
"67",2025-05-08 15:13:49.459565,60
"68",2025-05-08 15:18:54.265663,61
"69",2025-05-08 15:24:01.517865,65
"70",2025-05-08 15:29:08.503323,68
"71",2025-05-08 15:34:12.190388,71
"72",2025-05-08 15:39:17.686676,74
"73",2025-05-08 15:44:24.76966,78
"74",2025-05-08 15:49:31.232804,78
"75",2025-05-08 15:54:37.527032,79
"76",2025-05-08 15:59:44.181073,84
"77",2025-05-08 18:01:39.23839,128
"78",2025-05-08 18:06:46.455898,130
"79",2025-05-08 18:11:53.483365,141
"80",2025-05-08 18:17:00.174721,140
"81",2025-05-08 18:22:07.735306,142
"82",2025-05-08 18:27:15.106885,146
"83",2025-05-08 18:32:21.862419,150
