"","time","number"
"101",2025-05-11 16:59:16.919569,49
"102",2025-05-11 17:04:25.823354,49
"103",2025-05-11 17:09:34.156498,50
"104",2025-05-11 17:14:43.130469,38
"105",2025-05-11 17:19:51.546246,18
"106",2025-05-11 17:25:00.639455,17
"107",2025-05-11 17:30:09.325307,21
"108",2025-05-11 17:35:18.40204,22
"109",2025-05-11 17:40:27.079006,24
"110",2025-05-11 17:45:36.081339,27
"111",2025-05-11 17:50:44.643208,30
"112",2025-05-11 17:55:53.67072,34
"113",2025-05-11 18:01:02.369412,35
"114",2025-05-11 18:06:11.175024,38
"115",2025-05-11 18:11:19.772622,41
"116",2025-05-11 18:16:28.693935,52
"117",2025-05-11 18:21:37.084495,53
"118",2025-05-11 18:26:45.88897,57
"119",2025-05-11 18:31:54.532922,46
"120",2025-05-11 18:37:03.143801,49
"121",2025-05-11 18:42:11.917593,49
"122",2025-05-11 18:47:20.954627,48
"123",2025-05-11 18:52:29.40004,48
"124",2025-05-11 18:57:38.341731,50
"125",2025-05-11 19:02:46.889583,51
"126",2025-05-11 19:07:55.62537,53
"127",2025-05-11 19:13:03.876577,53
"128",2025-05-11 19:18:09.143092,54
"129",2025-05-11 19:23:14.368186,54
"130",2025-05-11 19:28:20.336572,54
"131",2025-05-11 19:33:28.858607,55
"132",2025-05-11 19:38:37.617975,56
"133",2025-05-11 19:43:46.248989,55
"134",2025-05-11 19:48:55.212171,57
"135",2025-05-11 19:54:03.567975,57
"136",2025-05-11 19:59:12.063378,60
"137",2025-05-11 20:04:20.719974,63
"138",2025-05-11 20:09:28.90136,64
"139",2025-05-11 20:14:38.084144,64
"140",2025-05-11 20:19:46.718254,63
"141",2025-05-11 20:24:55.694458,63
"142",2025-05-11 20:30:04.663202,63
"143",2025-05-11 20:35:13.25316,64
"144",2025-05-11 20:40:21.633208,64
"145",2025-05-11 20:45:27.289541,63
"146",2025-05-11 20:50:32.744631,63
"147",2025-05-11 20:55:40.351933,63
"148",2025-05-11 21:00:48.933384,62
"149",2025-05-11 21:05:57.923106,62
"150",2025-05-11 21:11:06.60406,61
"151",2025-05-11 21:16:15.793641,59
"152",2025-05-11 21:21:24.661438,58
"153",2025-05-11 21:26:33.604062,56
"154",2025-05-11 21:31:42.273767,53
"155",2025-05-11 21:36:51.309026,53
"156",2025-05-11 21:41:59.896143,47
"157",2025-05-11 21:47:09.075725,44
"158",2025-05-11 21:52:17.463157,42
"159",2025-05-11 21:57:26.538223,41
"160",2025-05-11 22:02:34.965594,39
